pixel_index channel old_value new_value difference
14783 0 0 96 96
14836 0 0 20 20
14845 0 0 88 88
14849 0 0 78 78
14853 0 0 82 82
14857 0 0 102 102
14861 0 0 89 89
14865 0 0 94 94
14869 0 0 94 94
14873 0 0 105 105
14877 0 0 119 119
14968 0 0 21 21
14977 0 0 87 87
14981 0 0 83 83
14985 0 0 129 129
14987 0 0 123 123
14989 0 0 103 103
14991 0 0 101 101
14993 0 0 108 108
14995 0 0 108 108
14997 0 0 80 80
14999 0 0 80 80
15001 0 0 106 106
15003 0 0 108 108
15005 0 0 113 113
15007 0 0 111 111
15009 0 0 74 74
15011 0 0 76 76
15013 0 0 81 81
15015 0 0 81 81
15017 0 0 105 105
15019 0 0 110 110
15021 0 0 82 82
15023 0 0 74 74
15025 0 0 76 76
15027 0 0 82 82
15029 0 0 78 78
15031 0 0 79 79
15033 0 0 83 83
15035 0 0 81 81
15037 0 0 77 77
15039 0 0 49 49
15041 0 0 57 57
15043 0 0 89 89
15045 0 0 81 81
15047 0 0 48 48
15049 0 0 58 58
15051 0 0 65 65
15053 0 0 68 68
15055 0 0 64 64
15057 0 0 70 70
15059 0 0 72 72
15061 0 0 60 60
15063 0 0 62 62
15065 0 0 75 75
15067 0 0 77 77
15069 0 0 71 71
15071 0 0 73 73
15073 0 0 52 52
15075 0 0 52 52
15077 0 0 48 48
15079 0 0 43 43
15081 0 0 46 46
15083 0 0 52 52
15085 0 0 80 80
15087 0 0 79 79
15089 0 0 44 44
15091 0 0 56 56
15093 0 0 69 69
15095 0 0 65 65
15097 0 0 74 74
15099 0 0 72 72
15101 0 0 63 63
15103 0 0 62 62
15105 0 0 68 68
15107 0 0 74 74
15109 0 0 81 81
15111 0 0 84 84
15113 0 0 81 81
15115 0 0 80 80
15117 0 0 79 79
15119 0 0 83 83
15121 0 0 89 89
15123 0 0 93 93
15125 0 0 103 103
15127 0 0 73 73
15129 0 0 71 71
15131 0 0 104 104
15133 0 0 80 80
15135 0 0 80 80
15137 0 0 109 109
15139 0 0 116 116
15141 0 0 94 94
15143 0 0 60 60
15145 0 0 64 64
15147 0 0 75 75
15149 0 0 75 75
15151 0 0 75 75
15153 0 0 79 79
15155 0 0 84 84
15157 0 0 89 89
15159 0 0 83 83
15161 0 0 84 84
15163 0 0 86 86
15165 0 0 92 92
15167 0 0 94 94
15169 0 0 62 62
15173 0 0 94 94
15175 0 0 92 92
15177 0 0 101 101
15179 0 0 93 93
15181 0 0 100 100
15183 0 0 111 111
15185 0 0 98 98
15187 0 0 98 98
15189 0 0 100 100
15191 0 0 102 102
15193 0 0 99 99
15195 0 0 98 98
15197 0 0 76 76
15199 0 0 77 77
15201 0 0 104 104
15203 0 0 108 108
15205 0 0 86 86
15207 0 0 85 85
15209 0 0 86 86
15211 0 0 91 91
15213 0 0 96 96
15215 0 0 98 98
15217 0 0 104 104
15219 0 0 110 110
15221 0 0 104 104
15223 0 0 105 105
15225 0 0 135 135
15227 0 0 135 135
15229 0 0 119 119
15231 0 0 95 95
15233 0 0 66 66
15235 0 0 72 72
15237 0 0 115 115
15239 0 0 80 80
15241 0 0 73 73
15243 0 0 107 107
15245 0 0 119 119
15247 0 0 133 133
15249 0 0 118 118
15251 0 0 89 89
15253 0 0 85 85
15255 0 0 90 90
15257 0 0 100 100
15259 0 0 98 98
15261 0 0 90 90
15263 0 0 93 93
15265 0 0 101 101
15267 0 0 94 94
15269 0 0 88 88
15271 0 0 92 92
15273 0 0 85 85
15275 0 0 94 94
15277 0 0 94 94
15279 0 0 97 97
15281 0 0 108 108
15283 0 0 93 93
15285 0 0 83 83
15287 0 0 81 81
15289 0 0 114 114
15291 0 0 133 133
15293 0 0 125 125
15295 0 0 124 124
15297 0 0 124 124
15299 0 0 96 96
15301 0 0 91 91
15303 0 0 119 119
15305 0 0 119 119
15307 0 0 106 106
15309 0 0 135 135
15311 0 0 126 126
15313 0 0 139 139
15315 0 0 142 142
15317 0 0 137 137
15319 0 0 129 129
15321 0 0 94 94
15323 0 0 88 88
15325 0 0 115 115
15327 0 0 118 118
15329 0 0 92 92
15331 0 0 89 89
15333 0 0 89 89
15335 0 0 102 102
15337 0 0 60 60
15341 0 0 63 63
15345 0 0 57 57
15349 0 0 57 57
15353 0 0 68 68
15357 0 0 80 80
15361 0 0 80 80
15365 0 0 78 78
15369 0 0 84 84
15373 0 0 92 92
15377 0 0 99 99
15381 0 0 100 100
15385 0 0 98 98
15389 0 0 98 98
15393 0 0 110 110
15397 0 0 108 108
15401 0 0 95 95
15405 0 0 104 104
15409 0 0 128 128
15413 0 0 102 102
15417 0 0 114 114
15421 0 0 130 130
15425 0 0 113 113
15916 0 255 31 224
16100 0 255 12 243
16152 0 255 31 224
16444 0 255 23 232
16504 0 255 37 218
17000 0 255 33 222
17286 0 0 62 62
17492 0 255 25 230
17749 0 0 145 145
17753 0 0 115 115
17757 0 0 109 109
17761 0 0 120 120
17765 0 0 114 114
17769 0 0 119 119
17773 0 0 152 152
17777 0 0 100 100
17781 0 0 91 91
17785 0 0 109 109
17789 0 0 120 120
17793 0 0 118 118
17797 0 0 90 90
17801 0 0 90 90
17805 0 0 90 90
17809 0 0 102 102
17813 0 0 81 81
17817 0 0 114 114
17821 0 0 81 81
17825 0 0 81 81
17829 0 0 91 91
17833 0 0 85 85
17834 0 0 63 63
17837 0 0 63 63
17841 0 0 65 65
17845 0 0 88 88
17849 0 0 56 56
17853 0 0 71 71
17857 0 0 95 95
17859 0 0 100 100
17861 0 0 92 92
17863 0 0 93 93
17865 0 0 91 91
17867 0 0 86 86
17869 0 0 102 102
17871 0 0 102 102
17873 0 0 90 90
17875 0 0 87 87
17877 0 0 82 82
17879 0 0 117 117
17881 0 0 118 118
17883 0 0 91 91
17885 0 0 82 82
17887 0 0 80 80
17889 0 0 95 95
17891 0 0 97 97
17893 0 0 89 89
17895 0 0 89 89
17897 0 0 97 97
17899 0 0 96 96
17901 0 0 88 88
17903 0 0 121 121
17905 0 0 115 115
17907 0 0 87 87
17909 0 0 86 86
17911 0 0 116 116
17913 0 0 106 106
17915 0 0 103 103
17917 0 0 112 112
17921 0 0 90 90
17923 0 0 85 85
17925 0 0 76 76
17927 0 0 82 82
17929 0 0 84 84
17931 0 0 113 113
17933 0 0 108 108
17935 0 0 74 74
17937 0 0 67 67
17939 0 0 98 98
17941 0 0 101 101
17943 0 0 103 103
17945 0 0 130 130
17947 0 0 121 121
17949 0 0 121 121
17951 0 0 130 130
17953 0 0 103 103
17955 0 0 105 105
17957 0 0 99 99
17959 0 0 101 101
17961 0 0 132 132
17963 0 0 126 126
17965 0 0 116 116
17967 0 0 118 118
17969 0 0 127 127
17971 0 0 128 128
17973 0 0 102 102
17975 0 0 97 97
17977 0 0 111 111
17979 0 0 103 103
17981 0 0 82 82
17983 0 0 100 100
17985 0 0 123 123
17987 0 0 111 111
17989 0 0 117 117
17991 0 0 113 113
17993 0 0 99 99
17995 0 0 106 106
17997 0 0 109 109
17999 0 0 109 109
18001 0 0 111 111
18003 0 0 100 100
18005 0 0 95 95
18007 0 0 105 105
18009 0 0 91 91
18011 0 0 88 88
18013 0 0 113 113
18015 0 0 111 111
18017 0 0 95 95
18019 0 0 101 101
18021 0 0 99 99
18023 0 0 97 97
18025 0 0 88 88
18027 0 0 83 83
18029 0 0 89 89
18031 0 0 95 95
18033 0 0 105 105
18035 0 0 111 111
18037 0 0 106 106
18039 0 0 96 96
18041 0 0 106 106
18043 0 0 116 116
18045 0 0 99 99
18047 0 0 95 95
18049 0 0 99 99
18051 0 0 92 92
18053 0 0 83 83
18055 0 0 91 91
18057 0 0 88 88
18059 0 0 83 83
18061 0 0 81 81
18063 0 0 77 77
18065 0 0 76 76
18067 0 0 85 85
18069 0 0 76 76
18071 0 0 64 64
18073 0 0 74 74
18075 0 0 77 77
18077 0 0 67 67
18079 0 0 71 71
18081 0 0 75 75
18083 0 0 76 76
18085 0 0 77 77
18087 0 0 79 79
18089 0 0 81 81
18091 0 0 75 75
18093 0 0 71 71
18095 0 0 70 70
18097 0 0 73 73
18099 0 0 76 76
18101 0 0 91 91
18103 0 0 87 87
18105 0 0 63 63
18107 0 0 60 60
18109 0 0 95 95
18111 0 0 95 95
18113 0 0 61 61
18115 0 0 94 94
18117 0 0 93 93
18119 0 0 58 58
18121 0 0 87 87
18123 0 0 119 119
18125 0 0 93 93
18127 0 0 92 92
18129 0 0 123 123
18131 0 0 106 106
18133 0 0 99 99
18135 0 0 86 86
18137 0 0 83 83
18139 0 0 116 116
18141 0 0 100 100
18143 0 0 104 104
18145 0 0 116 116
18147 0 0 115 115
18149 0 0 118 118
18151 0 0 84 84
18153 0 0 70 70
18155 0 0 99 99
18157 0 0 101 101
18159 0 0 104 104
18161 0 0 93 93
18163 0 0 88 88
18165 0 0 105 105
18167 0 0 100 100
18169 0 0 88 88
18171 0 0 91 91
18173 0 0 101 101
18175 0 0 92 92
18177 0 0 83 83
18179 0 0 96 96
18181 0 0 112 112
18183 0 0 103 103
18185 0 0 100 100
18187 0 0 97 97
18189 0 0 101 101
18191 0 0 103 103
18193 0 0 87 87
18195 0 0 87 87
18197 0 0 90 90
18199 0 0 85 85
18201 0 0 85 85
18203 0 0 83 83
18205 0 0 75 75
18207 0 0 72 72
18209 0 0 65 65
18211 0 0 66 66
18213 0 0 74 74
18215 0 0 98 98
18217 0 0 87 87
18219 0 0 93 93
18221 0 0 88 88
18223 0 0 83 83
18225 0 0 113 113
18227 0 0 109 109
18229 0 0 108 108
18231 0 0 110 110
18233 0 0 111 111
18235 0 0 102 102
18237 0 0 87 87
18239 0 0 82 82
18241 0 0 86 86
18243 0 0 88 88
18245 0 0 89 89
18247 0 0 90 90
18249 0 0 78 78
18251 0 0 74 74
18253 0 0 69 69
18255 0 0 69 69
18257 0 0 71 71
18259 0 0 67 67
18261 0 0 92 92
18263 0 0 91 91
18265 0 0 88 88
18267 0 0 83 83
18269 0 0 78 78
18271 0 0 109 109
18273 0 0 94 94
18275 0 0 65 65
18277 0 0 62 62
18279 0 0 88 88
18281 0 0 93 93
18283 0 0 98 98
18285 0 0 106 106
18287 0 0 94 94
18289 0 0 82 82
18291 0 0 81 81
18293 0 0 76 76
18295 0 0 76 76
18297 0 0 70 70
18299 0 0 74 74
18301 0 0 77 77
18303 0 0 70 70
18305 0 0 100 100
18307 0 0 101 101
18309 0 0 91 91
18311 0 0 87 87
18313 0 0 91 91
18315 0 0 91 91
18317 0 0 78 78
18319 0 0 75 75
18321 0 0 71 71
18323 0 0 70 70
18325 0 0 74 74
18327 0 0 66 66
18329 0 0 62 62
18331 0 0 63 63
18333 0 0 52 52
18335 0 0 87 87
18337 0 0 90 90
18339 0 0 88 88
18341 0 0 93 93
18343 0 0 87 87
18345 0 0 84 84
18347 0 0 82 82
18349 0 0 107 107
18351 0 0 104 104
18353 0 0 104 104
18355 0 0 103 103
18357 0 0 99 99
18359 0 0 98 98
18361 0 0 91 91
18363 0 0 85 85
18365 0 0 80 80
18367 0 0 81 81
18369 0 0 84 84
18371 0 0 82 82
18373 0 0 77 77
18375 0 0 71 71
18377 0 0 70 70
18379 0 0 68 68
18381 0 0 61 61
18383 0 0 57 57
18385 0 0 56 56
18387 0 0 92 92
18389 0 0 107 107
18391 0 0 93 93
18393 0 0 105 105
18395 0 0 83 83
18397 0 0 98 98
18399 0 0 83 83
18401 0 0 127 127
18403 0 0 103 103
18405 0 0 122 122
18407 0 0 108 108
18409 0 0 128 128
18411 0 0 107 107
18413 0 0 126 126
18415 0 0 106 106
18417 0 0 107 107
18419 0 0 94 94
18421 0 0 113 113
18423 0 0 93 93
18425 0 0 107 107
18427 0 0 90 90
18429 0 0 102 102
18431 0 0 87 87
18433 0 0 106 106
18435 0 0 90 90
18437 0 0 102 102
18439 0 0 88 88
18441 0 0 89 89
18443 0 0 72 72
18445 0 0 87 87
18447 0 0 76 76
18449 0 0 86 86
18451 0 0 74 74
18453 0 0 86 86
18455 0 0 73 73
18457 0 0 81 81
18459 0 0 64 64
18461 0 0 83 83
18463 0 0 75 75
18465 0 0 77 77
18467 0 0 66 66
18469 0 0 81 81
18471 0 0 69 69
18473 0 0 89 89
18475 0 0 72 72
18477 0 0 72 72
18479 0 0 61 61
18481 0 0 73 73
18483 0 0 66 66
18485 0 0 76 76
18487 0 0 62 62
18489 0 0 68 68
18491 0 0 60 60
18493 0 0 74 74
18495 0 0 66 66
18497 0 0 115 115
18499 0 0 113 113
18501 0 0 110 110
18503 0 0 108 108
18505 0 0 108 108
18507 0 0 110 110
18509 0 0 112 112
18511 0 0 109 109
18513 0 0 106 106
18515 0 0 108 108
18517 0 0 106 106
18519 0 0 104 104
18521 0 0 107 107
18523 0 0 111 111
18525 0 0 112 112
18527 0 0 109 109
18529 0 0 109 109
18531 0 0 109 109
18533 0 0 111 111
18535 0 0 111 111
18537 0 0 104 104
18539 0 0 101 101
18541 0 0 101 101
18543 0 0 102 102
18545 0 0 101 101
18547 0 0 104 104
18549 0 0 103 103
18551 0 0 101 101
18553 0 0 102 102
18555 0 0 103 103
18557 0 0 98 98
18561 0 0 101 101
18563 0 0 102 102
18565 0 0 98 98
18567 0 0 99 99
18569 0 0 97 97
18571 0 0 98 98
18573 0 0 98 98
18575 0 0 96 96
18577 0 0 100 100
18579 0 0 101 101
18581 0 0 98 98
18583 0 0 96 96
18585 0 0 97 97
18587 0 0 98 98
18589 0 0 96 96
18591 0 0 97 97
18593 0 0 102 102
18595 0 0 101 101
18597 0 0 95 95
18599 0 0 95 95
18601 0 0 93 93
18603 0 0 91 91
18605 0 0 94 94
18607 0 0 96 96
18609 0 0 97 97
18611 0 0 98 98
18613 0 0 94 94
18615 0 0 92 92
18617 0 0 90 90
18619 0 0 88 88
18621 0 0 94 94
18623 0 0 98 98
18625 0 0 97 97
18627 0 0 94 94
18629 0 0 88 88
18631 0 0 91 91
18633 0 0 95 95
18635 0 0 92 92
18637 0 0 93 93
18639 0 0 92 92
18641 0 0 92 92
18643 0 0 93 93
18645 0 0 86 86
18647 0 0 85 85
18649 0 0 98 98
18651 0 0 99 99
18653 0 0 90 90
18655 0 0 96 96
18657 0 0 93 93
18659 0 0 90 90
18661 0 0 87 87
18663 0 0 87 87
18665 0 0 93 93
18667 0 0 90 90
18669 0 0 85 85
18671 0 0 85 85
18673 0 0 89 89
18675 0 0 94 94
18677 0 0 90 90
18679 0 0 86 86
18681 0 0 89 89
18683 0 0 92 92
18685 0 0 92 92
18687 0 0 91 91
18689 0 0 88 88
18691 0 0 87 87
18693 0 0 89 89
18695 0 0 89 89
18697 0 0 88 88
18699 0 0 89 89
18701 0 0 87 87
18703 0 0 86 86
18705 0 0 90 90
18707 0 0 91 91
18709 0 0 85 85
18711 0 0 83 83
18713 0 0 83 83
18715 0 0 84 84
18717 0 0 87 87
18719 0 0 85 85
18721 0 0 79 79
18723 0 0 82 82
18725 0 0 89 89
18727 0 0 85 85
18729 0 0 84 84
18731 0 0 87 87
18733 0 0 88 88
18735 0 0 86 86
18737 0 0 85 85
18739 0 0 84 84
18741 0 0 82 82
18743 0 0 83 83
18745 0 0 84 84
18747 0 0 84 84
18749 0 0 88 88
18751 0 0 87 87
18753 0 0 82 82
18755 0 0 83 83
18757 0 0 82 82
18759 0 0 81 81
18761 0 0 82 82
18763 0 0 84 84
18765 0 0 87 87
18767 0 0 86 86
18769 0 0 85 85
18771 0 0 84 84
18773 0 0 80 80
18775 0 0 80 80
18777 0 0 85 85
18779 0 0 82 82
18781 0 0 74 74
18783 0 0 80 80
18785 0 0 86 86
18787 0 0 84 84
18789 0 0 78 78
18791 0 0 79 79
18793 0 0 83 83
18795 0 0 87 87
18797 0 0 90 90
18799 0 0 84 84
18801 0 0 81 81
18803 0 0 84 84
18805 0 0 83 83
18807 0 0 83 83
18809 0 0 82 82
18811 0 0 79 79
18813 0 0 85 85
18815 0 0 86 86
18817 0 0 86 86
18819 0 0 88 88
18821 0 0 85 85
18823 0 0 85 85
18825 0 0 82 82
18827 0 0 78 78
18829 0 0 83 83
18831 0 0 87 87
18833 0 0 81 81
18835 0 0 85 85
18837 0 0 89 89
18839 0 0 84 84
18841 0 0 80 80
18843 0 0 82 82
18845 0 0 85 85
18847 0 0 85 85
18849 0 0 84 84
18851 0 0 83 83
18853 0 0 88 88
18855 0 0 84 84
18857 0 0 76 76
18859 0 0 82 82
18861 0 0 82 82
18863 0 0 83 83
18865 0 0 91 91
18867 0 0 91 91
18869 0 0 92 92
18871 0 0 97 97
18873 0 0 105 105
18875 0 0 111 111
18877 0 0 115 115
18879 0 0 125 125
18881 0 0 100 100
18883 0 0 60 60
18885 0 0 75 75
18887 0 0 93 93
18889 0 0 105 105
18891 0 0 116 116
18893 0 0 91 91
18895 0 0 68 68
18897 0 0 76 76
18899 0 0 81 81
18901 0 0 95 95
18903 0 0 95 95
18905 0 0 95 95
18907 0 0 93 93
18909 0 0 95 95
18911 0 0 94 94
18913 0 0 94 94
18915 0 0 97 97
18917 0 0 86 86
18919 0 0 88 88
18921 0 0 100 100
18923 0 0 93 93
18925 0 0 90 90
18927 0 0 88 88
18929 0 0 87 87
18931 0 0 85 85
18933 0 0 78 78
18935 0 0 72 72
18937 0 0 66 66
18939 0 0 94 94
18941 0 0 81 81
18943 0 0 71 71
18945 0 0 105 105
18947 0 0 101 101
18949 0 0 88 88
18951 0 0 78 78
18953 0 0 66 66
18955 0 0 63 63
18957 0 0 58 58
18959 0 0 88 88
18961 0 0 94 94
18963 0 0 71 71
18965 0 0 122 122
18967 0 0 115 115
18969 0 0 105 105
18971 0 0 100 100
18973 0 0 91 91
18975 0 0 90 90
18977 0 0 93 93
18979 0 0 90 90
18981 0 0 85 85
18983 0 0 80 80
18985 0 0 79 79
18987 0 0 77 77
18989 0 0 74 74
18991 0 0 75 75
18993 0 0 75 75
18995 0 0 74 74
18997 0 0 72 72
18999 0 0 71 71
19001 0 0 67 67
19003 0 0 64 64
19005 0 0 63 63
19007 0 0 67 67
19009 0 0 71 71
19011 0 0 67 67
19013 0 0 67 67
19015 0 0 69 69
19017 0 0 71 71
19019 0 0 71 71
19021 0 0 72 72
19023 0 0 72 72
19025 0 0 70 70
19027 0 0 72 72
19029 0 0 69 69
19031 0 0 72 72
19033 0 0 76 76
19035 0 0 73 73
19037 0 0 72 72
19039 0 0 77 77
19041 0 0 78 78
19043 0 0 71 71
19045 0 0 72 72
19047 0 0 76 76
19049 0 0 77 77
19051 0 0 78 78
19053 0 0 85 85
19055 0 0 83 83
19057 0 0 73 73
19059 0 0 78 78
19061 0 0 82 82
19063 0 0 79 79
19065 0 0 79 79
19067 0 0 78 78
19069 0 0 76 76
19071 0 0 81 81
19073 0 0 85 85
19075 0 0 84 84
19077 0 0 81 81
19079 0 0 81 81
19081 0 0 79 79
19083 0 0 80 80
19085 0 0 76 76
19087 0 0 69 69
19089 0 0 69 69
19091 0 0 73 73
19093 0 0 71 71
19095 0 0 65 65
19097 0 0 64 64
19099 0 0 65 65
19101 0 0 67 67
19103 0 0 66 66
19105 0 0 63 63
19107 0 0 96 96
19109 0 0 112 112
19111 0 0 94 94
19113 0 0 110 110
19115 0 0 60 60
19117 0 0 58 58
19119 0 0 89 89
19121 0 0 106 106
19123 0 0 95 95
19125 0 0 107 107
19127 0 0 57 57
19129 0 0 51 51
19131 0 0 51 51
19133 0 0 57 57
19135 0 0 88 88
19137 0 0 103 103
19139 0 0 89 89
19141 0 0 99 99
19143 0 0 85 85
19145 0 0 99 99
19147 0 0 87 87
19149 0 0 101 101
19151 0 0 82 82
19153 0 0 97 97
19155 0 0 86 86
19157 0 0 94 94
19159 0 0 76 76
19161 0 0 98 98
19163 0 0 87 87
19165 0 0 110 110
19167 0 0 64 64
19169 0 0 64 64
19171 0 0 68 68
19173 0 0 74 74
19175 0 0 76 76
19177 0 0 78 78
19179 0 0 82 82
19181 0 0 89 89
19183 0 0 97 97
19185 0 0 101 101
19187 0 0 103 103
19189 0 0 76 76
19191 0 0 74 74
19193 0 0 72 72
19195 0 0 82 82
19197 0 0 89 89
19201 0 0 81 81
19203 0 0 79 79
19205 0 0 75 75
19207 0 0 74 74
19209 0 0 72 72
19211 0 0 67 67
19213 0 0 63 63
19215 0 0 61 61
19217 0 0 91 91
19219 0 0 90 90
19221 0 0 90 90
19223 0 0 88 88
19225 0 0 83 83
19227 0 0 84 84
19229 0 0 80 80
19231 0 0 77 77
19233 0 0 72 72
19235 0 0 103 103
19237 0 0 110 110
19239 0 0 61 61
19241 0 0 58 58
19243 0 0 89 89
19245 0 0 107 107
19247 0 0 91 91
19249 0 0 106 106
19251 0 0 88 88
19253 0 0 96 96
19255 0 0 81 81
19257 0 0 130 130
19259 0 0 125 125
19261 0 0 123 123
19263 0 0 120 120
19265 0 0 119 119
19267 0 0 115 115
19269 0 0 107 107
19271 0 0 108 108
19273 0 0 109 109
19275 0 0 105 105
19277 0 0 104 104
19279 0 0 102 102
19281 0 0 101 101
19283 0 0 100 100
19285 0 0 87 87
19287 0 0 86 86
19289 0 0 95 95
19291 0 0 96 96
19293 0 0 93 93
19295 0 0 98 98
19297 0 0 91 91
19299 0 0 86 86
19301 0 0 81 81
19303 0 0 78 78
19305 0 0 86 86
19307 0 0 81 81
19309 0 0 76 76
19311 0 0 76 76
19313 0 0 77 77
19315 0 0 81 81
19317 0 0 80 80
19319 0 0 76 76
19321 0 0 75 75
19323 0 0 76 76
19325 0 0 78 78
19327 0 0 79 79
19329 0 0 73 73
19331 0 0 72 72
19333 0 0 75 75
19335 0 0 74 74
19337 0 0 75 75
19339 0 0 73 73
19341 0 0 69 69
19343 0 0 70 70
19345 0 0 72 72
19347 0 0 73 73
19349 0 0 69 69
19351 0 0 65 65
19353 0 0 67 67
19355 0 0 72 72
19357 0 0 73 73
19359 0 0 71 71
19361 0 0 64 64
19363 0 0 65 65
19365 0 0 69 69
19367 0 0 67 67
19369 0 0 66 66
19371 0 0 68 68
19373 0 0 66 66
19375 0 0 63 63
19377 0 0 62 62
19379 0 0 64 64
19381 0 0 67 67
19383 0 0 65 65
19385 0 0 64 64
19387 0 0 65 65
19389 0 0 69 69
19391 0 0 69 69
19393 0 0 63 63
19395 0 0 64 64
19397 0 0 67 67
19399 0 0 65 65
19401 0 0 63 63
19403 0 0 67 67
19405 0 0 75 75
19407 0 0 70 70
19409 0 0 65 65
19411 0 0 68 68
19413 0 0 69 69
19415 0 0 69 69
19417 0 0 75 75
19419 0 0 75 75
19421 0 0 73 73
19423 0 0 76 76
19425 0 0 80 80
19427 0 0 80 80
19429 0 0 77 77
19431 0 0 83 83
19433 0 0 91 91
19435 0 0 91 91
19437 0 0 92 92
19439 0 0 90 90
19441 0 0 89 89
19443 0 0 91 91
19445 0 0 91 91
19447 0 0 91 91
19449 0 0 94 94
19451 0 0 90 90
19453 0 0 89 89
19455 0 0 91 91
19457 0 0 88 88
19459 0 0 83 83
19461 0 0 84 84
19463 0 0 86 86
19465 0 0 78 78
19467 0 0 72 72
19469 0 0 76 76
19471 0 0 83 83
19473 0 0 77 77
19475 0 0 80 80
19477 0 0 85 85
19479 0 0 76 76
19481 0 0 73 73
19483 0 0 78 78
19485 0 0 78 78
19487 0 0 79 79
19489 0 0 81 81
19491 0 0 83 83
19493 0 0 83 83
19495 0 0 78 78
19497 0 0 77 77
19499 0 0 78 78
19501 0 0 79 79
19503 0 0 81 81
19505 0 0 84 84
19507 0 0 84 84
19509 0 0 86 86
19511 0 0 90 90
19513 0 0 97 97
19515 0 0 103 103
19517 0 0 112 112
19519 0 0 122 122
19521 0 0 95 95
19601 0 0 96 96
19605 0 0 122 122
19607 0 0 115 115
19609 0 0 111 111
19611 0 0 108 108
19613 0 0 101 101
19615 0 0 97 97
19617 0 0 97 97
19619 0 0 98 98
19621 0 0 91 91
19623 0 0 86 86
19625 0 0 87 87
19627 0 0 87 87
19629 0 0 84 84
19631 0 0 82 82
19633 0 0 80 80
19635 0 0 82 82
19637 0 0 83 83
19639 0 0 81 81
19641 0 0 79 79
19643 0 0 79 79
19645 0 0 78 78
19647 0 0 78 78
19649 0 0 77 77
19651 0 0 77 77
19653 0 0 77 77
19655 0 0 82 82
19657 0 0 87 87
19659 0 0 84 84
19661 0 0 84 84
19663 0 0 84 84
19665 0 0 84 84
19667 0 0 84 84
19669 0 0 82 82
19671 0 0 82 82
19673 0 0 84 84
19675 0 0 89 89
19677 0 0 92 92
19679 0 0 92 92
19681 0 0 98 98
19683 0 0 98 98
19685 0 0 95 95
19687 0 0 96 96
19689 0 0 99 99
19691 0 0 101 101
19693 0 0 101 101
19695 0 0 98 98
19697 0 0 100 100
19699 0 0 107 107
19701 0 0 107 107
19703 0 0 103 103
19705 0 0 103 103
19707 0 0 104 104
19709 0 0 103 103
19711 0 0 105 105
19749 0 0 110 110
19753 0 0 113 113
19761 0 0 114 114
19765 0 0 114 114
19777 0 0 109 109
19781 0 0 111 111
19785 0 0 112 112
19789 0 0 120 120
19793 0 0 118 118
19797 0 0 122 122
19801 0 0 121 121
19805 0 0 131 131
19877 0 0 113 113
19885 0 0 82 82
19889 0 0 75 75
19893 0 0 81 81
19897 0 0 102 102
19899 0 0 105 105
19901 0 0 101 101
19903 0 0 93 93
19905 0 0 95 95
19907 0 0 98 98
19909 0 0 94 94
19911 0 0 95 95
19913 0 0 99 99
19915 0 0 97 97
19917 0 0 92 92
19919 0 0 91 91
19921 0 0 90 90
19923 0 0 94 94
19925 0 0 89 89
19927 0 0 85 85
19929 0 0 93 93
19931 0 0 96 96
19933 0 0 90 90
19935 0 0 93 93
19937 0 0 98 98
19939 0 0 99 99
19941 0 0 88 88
19943 0 0 83 83
19945 0 0 92 92
19947 0 0 89 89
19949 0 0 84 84
19951 0 0 80 80
19953 0 0 84 84
19955 0 0 86 86
19957 0 0 90 90
19959 0 0 91 91
19961 0 0 88 88
19963 0 0 89 89
19965 0 0 88 88
19967 0 0 96 96
19969 0 0 98 98
19971 0 0 69 69
19973 0 0 73 73
19975 0 0 67 67
19977 0 0 70 70
19979 0 0 70 70
19981 0 0 69 69
19983 0 0 72 72
19985 0 0 74 74
19987 0 0 74 74
19989 0 0 40 40
19991 0 0 37 37
19993 0 0 72 72
19995 0 0 73 73
19997 0 0 38 38
19999 0 0 44 44
20001 0 0 42 42
20003 0 0 32 32
20005 0 0 39 39
20007 0 0 52 52
20009 0 0 47 47
20011 0 0 45 45
20013 0 0 52 52
20015 0 0 51 51
20017 0 0 50 50
20019 0 0 51 51
20021 0 0 57 57
20023 0 0 59 59
20025 0 0 60 60
20027 0 0 60 60
20029 0 0 57 57
20031 0 0 62 62
20033 0 0 63 63
20035 0 0 59 59
20037 0 0 63 63
20039 0 0 67 67
20041 0 0 70 70
20043 0 0 73 73
20045 0 0 76 76
20047 0 0 69 69
20049 0 0 65 65
20051 0 0 78 78
20053 0 0 79 79
20055 0 0 76 76
20057 0 0 85 85
20059 0 0 83 83
20061 0 0 86 86
20063 0 0 91 91
20065 0 0 89 89
20067 0 0 89 89
20069 0 0 90 90
20071 0 0 96 96
20073 0 0 106 106
20075 0 0 115 115
20077 0 0 117 117
20079 0 0 102 102
20081 0 0 103 103
20083 0 0 120 120
20085 0 0 88 88
20087 0 0 85 85
20089 0 0 119 119
20091 0 0 115 115
20093 0 0 115 115
20095 0 0 120 120
20097 0 0 86 86
20099 0 0 83 83
20101 0 0 93 93
20103 0 0 90 90
20105 0 0 80 80
20107 0 0 52 52
20109 0 0 56 56
20111 0 0 85 85
20113 0 0 86 86
20115 0 0 93 93
20117 0 0 88 88
20119 0 0 80 80
20121 0 0 80 80
20123 0 0 52 52
20125 0 0 57 57
20127 0 0 65 65
20129 0 0 73 73
20131 0 0 73 73
20133 0 0 74 74
20135 0 0 66 66
20137 0 0 65 65
20139 0 0 66 66
