pixel_index channel old_value new_value difference
156995 0 0 87 87
156997 0 0 137 137
156999 0 0 133 133
157001 0 0 123 123
157003 0 0 123 123
157005 0 0 120 120
157007 0 0 119 119
157009 0 0 118 118
157011 0 0 110 110
157013 0 0 106 106
157015 0 0 106 106
157017 0 0 102 102
157019 0 0 97 97
157021 0 0 91 91
157023 0 0 92 92
157025 0 0 86 86
157027 0 0 85 85
157029 0 0 88 88
157031 0 0 92 92
157033 0 0 92 92
157035 0 0 89 89
157037 0 0 87 87
157039 0 0 87 87
157041 0 0 87 87
157043 0 0 88 88
157045 0 0 91 91
157047 0 0 89 89
157049 0 0 89 89
157051 0 0 87 87
157053 0 0 82 82
157055 0 0 94 94
157057 0 0 113 113
157059 0 0 111 111
157061 0 0 108 108
157063 0 0 112 112
157065 0 0 109 109
157067 0 0 102 102
157069 0 0 106 106
157071 0 0 115 115
157073 0 0 111 111
157075 0 0 108 108
157077 0 0 109 109
157079 0 0 110 110
157081 0 0 114 114
157083 0 0 114 114
157085 0 0 107 107
157087 0 0 105 105
157089 0 0 105 105
157091 0 0 101 101
157093 0 0 96 96
157095 0 0 103 103
157097 0 0 108 108
157099 0 0 112 112
157101 0 0 113 113
157103 0 0 113 113
157105 0 0 112 112
157107 0 0 110 110
157109 0 0 116 116
157111 0 0 120 120
157113 0 0 113 113
157115 0 0 114 114
157117 0 0 126 126
157119 0 0 130 130
157121 0 0 134 134
157123 0 0 132 132
157125 0 0 134 134
157127 0 0 139 139
157129 0 0 137 137
157131 0 0 135 135
157133 0 0 129 129
157135 0 0 129 129
157137 0 0 89 89
157139 0 0 80 80
157141 0 0 98 98
157143 0 0 83 83
157145 0 0 100 100
157147 0 0 90 90
157149 0 0 108 108
157151 0 0 62 62
157153 0 0 68 68
157155 0 0 72 72
157157 0 0 77 77
157159 0 0 75 75
157161 0 0 85 85
157163 0 0 93 93
157165 0 0 96 96
157167 0 0 102 102
157169 0 0 76 76
157171 0 0 79 79
157173 0 0 89 89
157175 0 0 91 91
157177 0 0 86 86
157179 0 0 84 84
157181 0 0 90 90
157183 0 0 94 94
157185 0 0 89 89
157187 0 0 86 86
157189 0 0 86 86
157191 0 0 81 81
157193 0 0 76 76
157195 0 0 79 79
157197 0 0 78 78
157199 0 0 67 67
157201 0 0 90 90
157203 0 0 89 89
157205 0 0 85 85
157207 0 0 85 85
157209 0 0 87 87
157211 0 0 86 86
157213 0 0 84 84
157215 0 0 87 87
157217 0 0 80 80
157219 0 0 70 70
157221 0 0 68 68
157223 0 0 103 103
157225 0 0 112 112
157227 0 0 93 93
157229 0 0 108 108
157231 0 0 88 88
157233 0 0 95 95
157235 0 0 83 83
157237 0 0 96 96
157239 0 0 80 80
157241 0 0 129 129
157243 0 0 124 124
157245 0 0 119 119
157247 0 0 121 121
157249 0 0 120 120
157251 0 0 113 113
157253 0 0 115 115
157255 0 0 118 118
157257 0 0 109 109
157259 0 0 101 101
157261 0 0 98 98
157263 0 0 101 101
157265 0 0 100 100
157267 0 0 97 97
157269 0 0 98 98
157271 0 0 97 97
157273 0 0 93 93
157275 0 0 93 93
157277 0 0 89 89
157279 0 0 86 86
157281 0 0 89 89
157283 0 0 87 87
157285 0 0 86 86
157287 0 0 88 88
157289 0 0 88 88
157291 0 0 87 87
157293 0 0 80 80
157295 0 0 77 77
157297 0 0 82 82
157299 0 0 81 81
157301 0 0 77 77
157303 0 0 77 77
157305 0 0 78 78
157307 0 0 75 75
157309 0 0 75 75
157311 0 0 77 77
157313 0 0 78 78
157315 0 0 80 80
157317 0 0 77 77
157319 0 0 74 74
157321 0 0 77 77
157323 0 0 76 76
157325 0 0 76 76
157327 0 0 79 79
157329 0 0 76 76
157331 0 0 72 72
157333 0 0 71 71
157335 0 0 69 69
157337 0 0 69 69
157339 0 0 70 70
157341 0 0 69 69
157343 0 0 71 71
157345 0 0 76 76
157347 0 0 74 74
157349 0 0 69 69
157351 0 0 69 69
157353 0 0 68 68
157355 0 0 68 68
157357 0 0 61 61
157359 0 0 61 61
157361 0 0 68 68
157363 0 0 67 67
157365 0 0 67 67
157367 0 0 68 68
157369 0 0 65 65
157371 0 0 63 63
157373 0 0 65 65
157375 0 0 71 71
157377 0 0 70 70
157379 0 0 66 66
157381 0 0 66 66
157383 0 0 70 70
157385 0 0 65 65
157387 0 0 65 65
157389 0 0 70 70
157391 0 0 66 66
157393 0 0 67 67
157395 0 0 71 71
157397 0 0 67 67
157399 0 0 69 69
157401 0 0 76 76
157403 0 0 79 79
157405 0 0 79 79
157407 0 0 74 74
157409 0 0 74 74
157411 0 0 79 79
157413 0 0 86 86
157415 0 0 92 92
157417 0 0 97 97
157419 0 0 98 98
157421 0 0 106 106
157423 0 0 108 108
157425 0 0 113 113
157427 0 0 122 122
157429 0 0 127 127
157431 0 0 131 131
157433 0 0 97 97
157435 0 0 83 83
157437 0 0 105 105
157441 0 0 115 115
157443 0 0 73 73
157445 0 0 82 82
157447 0 0 89 89
157449 0 0 97 97
157451 0 0 99 99
157453 0 0 67 67
157455 0 0 66 66
157457 0 0 67 67
157459 0 0 74 74
157461 0 0 75 75
157463 0 0 69 69
157465 0 0 70 70
157467 0 0 72 72
157469 0 0 73 73
157471 0 0 69 69
157473 0 0 70 70
157475 0 0 73 73
157477 0 0 82 82
157479 0 0 93 93
157481 0 0 89 89
157483 0 0 84 84
157485 0 0 92 92
157487 0 0 97 97
157489 0 0 96 96
157491 0 0 101 101
157493 0 0 109 109
157495 0 0 79 79
157497 0 0 84 84
157499 0 0 88 88
157501 0 0 87 87
157503 0 0 121 121
157505 0 0 127 127
157507 0 0 102 102
157509 0 0 112 112
157511 0 0 122 122
157513 0 0 108 108
157589 0 0 82 82
157593 0 0 112 112
157597 0 0 113 113
157599 0 0 100 100
157601 0 0 84 84
157603 0 0 87 87
157605 0 0 115 115
157607 0 0 111 111
157609 0 0 104 104
157611 0 0 102 102
157613 0 0 106 106
157615 0 0 115 115
157617 0 0 117 117
157619 0 0 117 117
157621 0 0 117 117
157623 0 0 119 119
157625 0 0 108 108
157626 0 0 65 65
157629 0 0 122 122
157631 0 0 121 121
157633 0 0 87 87
157637 0 0 116 116
157639 0 0 118 118
157641 0 0 113 113
157643 0 0 115 115
157645 0 0 111 111
157647 0 0 100 100
157649 0 0 95 95
157651 0 0 97 97
157653 0 0 99 99
157655 0 0 89 89
157657 0 0 83 83
157659 0 0 76 76
157661 0 0 72 72
157663 0 0 72 72
157665 0 0 75 75
157667 0 0 79 79
157669 0 0 71 71
157671 0 0 77 77
157673 0 0 80 80
157675 0 0 73 73
157677 0 0 65 65
157679 0 0 63 63
157681 0 0 65 65
157683 0 0 63 63
157685 0 0 67 67
157687 0 0 68 68
157689 0 0 65 65
157691 0 0 65 65
157693 0 0 63 63
157695 0 0 75 75
157697 0 0 88 88
157699 0 0 108 108
157701 0 0 100 100
157703 0 0 111 111
157705 0 0 113 113
157707 0 0 107 107
157709 0 0 116 116
157711 0 0 118 118
157713 0 0 105 105
157715 0 0 107 107
157717 0 0 113 113
157719 0 0 113 113
157721 0 0 106 106
157723 0 0 109 109
157725 0 0 110 110
157727 0 0 106 106
157729 0 0 100 100
157731 0 0 90 90
157733 0 0 87 87
157735 0 0 101 101
157737 0 0 109 109
157739 0 0 107 107
157741 0 0 97 97
157743 0 0 92 92
157745 0 0 96 96
157747 0 0 97 97
157749 0 0 96 96
157751 0 0 97 97
157753 0 0 96 96
157755 0 0 91 91
157757 0 0 128 128
157759 0 0 137 137
157761 0 0 139 139
157763 0 0 131 131
157765 0 0 134 134
157767 0 0 138 138
157769 0 0 139 139
157771 0 0 142 142
157773 0 0 140 140
157775 0 0 134 134
157777 0 0 92 92
157781 0 0 92 92
157785 0 0 95 95
157789 0 0 92 92
157865 0 0 116 116
157869 0 0 146 146
157873 0 0 142 142
157877 0 0 97 97
157881 0 0 177 177
157883 0 0 169 169
157885 0 0 162 162
157887 0 0 155 155
157889 0 0 113 113
157891 0 0 95 95
157893 0 0 146 146
157895 0 0 151 151
157897 0 0 144 144
157899 0 0 137 137
157901 0 0 136 136
157903 0 0 138 138
157905 0 0 137 137
157907 0 0 135 135
157909 0 0 130 130
157911 0 0 119 119
157913 0 0 118 118
157915 0 0 118 118
157917 0 0 115 115
157919 0 0 115 115
157921 0 0 116 116
157923 0 0 112 112
157925 0 0 106 106
157927 0 0 104 104
157929 0 0 105 105
157931 0 0 104 104
157933 0 0 97 97
157935 0 0 97 97
157937 0 0 101 101
157939 0 0 95 95
157941 0 0 89 89
157943 0 0 90 90
157945 0 0 94 94
157947 0 0 95 95
157949 0 0 89 89
157951 0 0 87 87
157953 0 0 88 88
157955 0 0 94 94
157957 0 0 91 91
157959 0 0 85 85
157961 0 0 88 88
157963 0 0 85 85
157965 0 0 85 85
157967 0 0 91 91
157969 0 0 87 87
157971 0 0 82 82
157973 0 0 82 82
157975 0 0 83 83
157977 0 0 84 84
157979 0 0 82 82
157981 0 0 75 75
157983 0 0 72 72
157985 0 0 76 76
157987 0 0 76 76
157989 0 0 74 74
157991 0 0 73 73
157993 0 0 71 71
157995 0 0 69 69
157997 0 0 65 65
157999 0 0 68 68
158001 0 0 73 73
158003 0 0 71 71
158005 0 0 70 70
158007 0 0 66 66
158009 0 0 64 64
158011 0 0 64 64
158013 0 0 64 64
158015 0 0 68 68
158017 0 0 69 69
158019 0 0 66 66
158021 0 0 64 64
158023 0 0 68 68
158025 0 0 68 68
158027 0 0 67 67
158029 0 0 71 71
158031 0 0 67 67
158033 0 0 66 66
158035 0 0 65 65
158037 0 0 62 62
158039 0 0 66 66
158041 0 0 74 74
158043 0 0 77 77
158045 0 0 76 76
158047 0 0 74 74
158049 0 0 73 73
158051 0 0 76 76
158053 0 0 78 78
158055 0 0 85 85
158057 0 0 92 92
158059 0 0 88 88
158061 0 0 94 94
158063 0 0 101 101
158065 0 0 109 109
158067 0 0 116 116
158069 0 0 119 119
158071 0 0 122 122
158073 0 0 89 89
158077 0 0 101 101
158081 0 0 110 110
158238 0 255 97 158
158284 0 255 73 182
158473 0 0 102 102
158477 0 0 97 97
158481 0 0 113 113
158489 0 0 116 116
158493 0 0 67 67
158497 0 0 75 75
158501 0 0 67 67
158505 0 0 99 99
158509 0 0 127 127
158511 0 0 116 116
158513 0 0 131 131
158515 0 0 110 110
158517 0 0 80 80
158521 0 0 168 168
158523 0 0 163 163
158525 0 0 153 153
158527 0 0 146 146
158529 0 0 111 111
158533 0 0 139 139
158535 0 0 151 151
158537 0 0 148 148
158539 0 0 138 138
158541 0 0 137 137
158543 0 0 143 143
158545 0 0 142 142
158547 0 0 137 137
158549 0 0 134 134
158551 0 0 123 123
158553 0 0 129 129
158555 0 0 131 131
158557 0 0 122 122
158559 0 0 130 130
158561 0 0 133 133
158563 0 0 126 126
158565 0 0 125 125
158567 0 0 126 126
158569 0 0 128 128
158571 0 0 128 128
158573 0 0 125 125
158575 0 0 100 100
158577 0 0 95 95
158579 0 0 99 99
158581 0 0 104 104
158583 0 0 124 124
158585 0 0 130 130
158587 0 0 132 132
158589 0 0 128 128
158591 0 0 94 94
158593 0 0 95 95
158595 0 0 96 96
158597 0 0 60 60
158599 0 0 89 89
158601 0 0 93 93
158603 0 0 62 62
158605 0 0 59 59
158607 0 0 71 71
158609 0 0 71 71
158611 0 0 60 60
158613 0 0 57 57
158615 0 0 63 63
158617 0 0 65 65
158619 0 0 67 67
158621 0 0 69 69
158623 0 0 69 69
158625 0 0 74 74
158627 0 0 71 71
158629 0 0 68 68
158631 0 0 72 72
158633 0 0 72 72
158635 0 0 73 73
158637 0 0 75 75
158639 0 0 75 75
158641 0 0 79 79
158643 0 0 82 82
158645 0 0 84 84
158647 0 0 88 88
158649 0 0 91 91
158651 0 0 83 83
158653 0 0 78 78
158655 0 0 91 91
158657 0 0 91 91
158659 0 0 86 86
158661 0 0 89 89
158663 0 0 89 89
158665 0 0 99 99
158667 0 0 96 96
158669 0 0 81 81
158671 0 0 83 83
158673 0 0 97 97
158675 0 0 92 92
158677 0 0 92 92
158679 0 0 98 98
158681 0 0 72 72
158683 0 0 75 75
158685 0 0 105 105
158687 0 0 114 114
158689 0 0 86 86
158691 0 0 57 57
158693 0 0 52 52
158695 0 0 85 85
158697 0 0 95 95
158699 0 0 91 91
158701 0 0 96 96
158703 0 0 78 78
158705 0 0 88 88
158707 0 0 127 127
158709 0 0 129 129
158711 0 0 101 101
158713 0 0 75 75
158715 0 0 93 93
158717 0 0 115 115
158721 0 0 93 93
158723 0 0 60 60
158725 0 0 70 70
158727 0 0 73 73
158729 0 0 76 76
158731 0 0 81 81
158733 0 0 62 62
158735 0 0 59 59
158737 0 0 50 50
158739 0 0 58 58
158741 0 0 61 61
158743 0 0 59 59
158745 0 0 66 66
158747 0 0 67 67
158749 0 0 71 71
158751 0 0 70 70
158753 0 0 67 67
158755 0 0 73 73
158757 0 0 86 86
158759 0 0 93 93
158761 0 0 87 87
158763 0 0 85 85
158765 0 0 90 90
158767 0 0 94 94
158769 0 0 94 94
158771 0 0 95 95
158773 0 0 101 101
158775 0 0 76 76
158777 0 0 86 86
158779 0 0 89 89
158781 0 0 60 60
158783 0 0 93 93
158785 0 0 117 117
158787 0 0 84 84
158789 0 0 58 58
158791 0 0 61 61
158793 0 0 67 67
158795 0 0 70 70
158797 0 0 96 96
158799 0 0 123 123
158801 0 0 94 94
158803 0 0 69 69
158805 0 0 66 66
158807 0 0 67 67
158809 0 0 72 72
158811 0 0 70 70
158813 0 0 79 79
158815 0 0 107 107
158817 0 0 98 98
158819 0 0 100 100
158821 0 0 94 94
158823 0 0 99 99
158825 0 0 98 98
158827 0 0 102 102
158829 0 0 109 109
158831 0 0 108 108
158833 0 0 116 116
158835 0 0 123 123
158837 0 0 117 117
158839 0 0 82 82
158841 0 0 97 97
158843 0 0 129 129
158845 0 0 132 132
158847 0 0 107 107
158849 0 0 101 101
158851 0 0 103 103
158853 0 0 109 109
158855 0 0 102 102
158857 0 0 97 97
158859 0 0 103 103
158861 0 0 108 108
158863 0 0 140 140
158865 0 0 137 137
158867 0 0 82 82
158869 0 0 58 58
158871 0 0 70 70
158873 0 0 95 95
158875 0 0 93 93
158877 0 0 83 83
158879 0 0 82 82
158881 0 0 58 58
158883 0 0 84 84
158885 0 0 121 121
158887 0 0 89 89
158889 0 0 89 89
158891 0 0 92 92
158893 0 0 100 100
158895 0 0 106 106
158897 0 0 106 106
158899 0 0 104 104
158901 0 0 102 102
158903 0 0 102 102
158905 0 0 100 100
158907 0 0 99 99
158909 0 0 102 102
158911 0 0 101 101
158913 0 0 98 98
158915 0 0 98 98
158917 0 0 103 103
158919 0 0 111 111
158921 0 0 82 82
158923 0 0 89 89
158925 0 0 121 121
158927 0 0 113 113
158929 0 0 112 112
158931 0 0 111 111
158933 0 0 89 89
158935 0 0 79 79
158937 0 0 100 100
158939 0 0 104 104
158941 0 0 106 106
158943 0 0 97 97
158945 0 0 100 100
158947 0 0 114 114
158949 0 0 82 82
158951 0 0 86 86
158953 0 0 117 117
158955 0 0 121 121
158957 0 0 83 83
158959 0 0 80 80
158961 0 0 84 84
158963 0 0 76 76
158965 0 0 77 77
158967 0 0 81 81
158969 0 0 83 83
158971 0 0 84 84
158973 0 0 84 84
158975 0 0 86 86
158977 0 0 83 83
158979 0 0 110 110
158981 0 0 105 105
158983 0 0 98 98
158985 0 0 106 106
158987 0 0 109 109
158989 0 0 118 118
158991 0 0 113 113
158993 0 0 117 117
158995 0 0 124 124
158997 0 0 111 111
158999 0 0 115 115
159001 0 0 136 136
159003 0 0 129 129
159005 0 0 108 108
159007 0 0 105 105
159009 0 0 92 92
159011 0 0 99 99
159013 0 0 74 74
159017 0 0 77 77
159021 0 0 71 71
159025 0 0 74 74
159029 0 0 60 60
159033 0 0 72 72
159037 0 0 87 87
159041 0 0 128 128
159045 0 0 99 99
159049 0 0 95 95
159053 0 0 97 97
159057 0 0 93 93
159061 0 0 90 90
159065 0 0 91 91
159077 0 0 96 96
159085 0 0 92 92
159220 0 255 29 226
159690 0 255 12 243
159942 0 255 28 227
160422 0 0 35 35
160470 0 255 24 231
160554 0 255 47 208
160712 0 0 31 31
160714 0 255 26 229
161125 0 0 83 83
161129 0 0 68 68
161133 0 0 71 71
161137 0 0 102 102
161139 0 0 109 109
161141 0 0 74 74
161145 0 0 98 98
161147 0 0 104 104
161149 0 0 110 110
161151 0 0 109 109
161153 0 0 97 97
161155 0 0 84 84
161157 0 0 81 81
161159 0 0 88 88
161161 0 0 125 125
161163 0 0 117 117
161165 0 0 88 88
161167 0 0 83 83
161169 0 0 77 77
161171 0 0 87 87
161173 0 0 77 77
161175 0 0 74 74
161177 0 0 81 81
161179 0 0 79 79
161181 0 0 74 74
161183 0 0 72 72
161185 0 0 75 75
161187 0 0 80 80
161189 0 0 72 72
161191 0 0 60 60
161193 0 0 65 65
161195 0 0 74 74
161197 0 0 69 69
161199 0 0 63 63
161201 0 0 58 58
161203 0 0 54 54
161205 0 0 51 51
161207 0 0 56 56
161209 0 0 61 61
161211 0 0 65 65
161213 0 0 93 93
161215 0 0 86 86
161217 0 0 82 82
161219 0 0 88 88
161221 0 0 56 56
161223 0 0 55 55
161225 0 0 54 54
161227 0 0 50 50
161229 0 0 51 51
161231 0 0 62 62
161233 0 0 66 66
161235 0 0 59 59
161237 0 0 89 89
161239 0 0 83 83
161241 0 0 50 50
161243 0 0 60 60
161245 0 0 64 64
161247 0 0 52 52
161249 0 0 58 58
161251 0 0 61 61
161253 0 0 49 49
161255 0 0 62 62
161257 0 0 67 67
161259 0 0 59 59
161261 0 0 54 54
161263 0 0 47 47
161265 0 0 48 48
161267 0 0 53 53
161269 0 0 51 51
161271 0 0 55 55
161273 0 0 51 51
161275 0 0 47 47
161277 0 0 80 80
161281 0 0 44 44
161283 0 0 42 42
161285 0 0 41 41
161287 0 0 53 53
161289 0 0 54 54
161291 0 0 53 53
161293 0 0 85 85
161295 0 0 79 79
161297 0 0 53 53
161299 0 0 51 51
161301 0 0 47 47
161303 0 0 56 56
161305 0 0 56 56
161307 0 0 63 63
161309 0 0 59 59
161311 0 0 58 58
161313 0 0 61 61
161315 0 0 59 59
161317 0 0 90 90
161319 0 0 86 86
161321 0 0 83 83
161323 0 0 80 80
161325 0 0 81 81
161327 0 0 75 75
161329 0 0 40 40
161331 0 0 52 52
161333 0 0 83 83
161335 0 0 82 82
161337 0 0 83 83
161339 0 0 106 106
161341 0 0 106 106
161343 0 0 84 84
161345 0 0 86 86
161347 0 0 83 83
161349 0 0 46 46
161351 0 0 42 42
161353 0 0 51 51
161355 0 0 55 55
161357 0 0 81 81
161359 0 0 80 80
161361 0 0 68 68
161363 0 0 74 74
161365 0 0 74 74
161367 0 0 96 96
161369 0 0 105 105
161371 0 0 82 82
161373 0 0 52 52
161375 0 0 73 73
161377 0 0 95 95
161379 0 0 67 67
161381 0 0 45 45
161383 0 0 77 77
161385 0 0 102 102
161387 0 0 69 69
161389 0 0 73 73
161391 0 0 76 76
161393 0 0 74 74
161395 0 0 72 72
161397 0 0 75 75
161399 0 0 109 109
161401 0 0 96 96
161403 0 0 67 67
161405 0 0 81 81
161407 0 0 106 106
161409 0 0 100 100
161411 0 0 100 100
161413 0 0 95 95
161415 0 0 99 99
161417 0 0 96 96
161419 0 0 89 89
161421 0 0 92 92
161423 0 0 101 101
161425 0 0 99 99
161427 0 0 84 84
161429 0 0 80 80
161431 0 0 90 90
161433 0 0 95 95
161435 0 0 94 94
161437 0 0 95 95
161439 0 0 96 96
161441 0 0 86 86
161443 0 0 83 83
161445 0 0 84 84
161447 0 0 56 56
161449 0 0 63 63
161451 0 0 98 98
161453 0 0 90 90
161455 0 0 83 83
161457 0 0 78 78
161459 0 0 76 76
161461 0 0 84 84
161463 0 0 83 83
161465 0 0 76 76
161467 0 0 85 85
161469 0 0 82 82
161471 0 0 78 78
161473 0 0 82 82
161475 0 0 84 84
161477 0 0 81 81
161479 0 0 75 75
161481 0 0 65 65
161483 0 0 59 59
161485 0 0 63 63
161487 0 0 66 66
161489 0 0 66 66
161491 0 0 82 82
161493 0 0 87 87
161495 0 0 70 70
161497 0 0 62 62
161499 0 0 71 71
161501 0 0 71 71
161503 0 0 61 61
161505 0 0 63 63
161507 0 0 70 70
161509 0 0 71 71
161511 0 0 75 75
161513 0 0 68 68
161515 0 0 64 64
161517 0 0 67 67
161519 0 0 65 65
161521 0 0 61 61
161523 0 0 59 59
161525 0 0 61 61
161527 0 0 57 57
161529 0 0 83 83
161531 0 0 89 89
161533 0 0 83 83
161535 0 0 76 76
161537 0 0 80 80
161539 0 0 88 88
161541 0 0 88 88
161543 0 0 90 90
161545 0 0 92 92
161547 0 0 84 84
161549 0 0 83 83
161551 0 0 84 84
161553 0 0 84 84
161555 0 0 78 78
161557 0 0 77 77
161559 0 0 75 75
161561 0 0 66 66
161563 0 0 64 64
161565 0 0 70 70
161567 0 0 76 76
161569 0 0 71 71
161571 0 0 66 66
161573 0 0 61 61
161575 0 0 84 84
161577 0 0 77 77
161579 0 0 57 57
161581 0 0 56 56
161583 0 0 54 54
161585 0 0 53 53
161587 0 0 53 53
161589 0 0 48 48
161591 0 0 75 75
161593 0 0 77 77
161595 0 0 71 71
161597 0 0 66 66
161599 0 0 76 76
161601 0 0 70 70
161603 0 0 72 72
161605 0 0 76 76
161607 0 0 41 41
161609 0 0 38 38
161611 0 0 59 59
161613 0 0 87 87
161615 0 0 94 94
161617 0 0 92 92
161619 0 0 81 81
161621 0 0 79 79
161623 0 0 81 81
161625 0 0 73 73
161627 0 0 71 71
161629 0 0 69 69
161631 0 0 68 68
161633 0 0 61 61
161635 0 0 64 64
161637 0 0 58 58
161639 0 0 46 46
161641 0 0 46 46
161643 0 0 73 73
161645 0 0 101 101
161647 0 0 100 100
161649 0 0 97 97
161651 0 0 91 91
161653 0 0 81 81
161655 0 0 79 79
161657 0 0 75 75
161659 0 0 75 75
161661 0 0 67 67
161663 0 0 66 66
161665 0 0 66 66
161667 0 0 61 61
161669 0 0 56 56
161671 0 0 56 56
161673 0 0 57 57
161675 0 0 54 54
161677 0 0 48 48
161679 0 0 48 48
161681 0 0 51 51
161683 0 0 53 53
161685 0 0 85 85
161687 0 0 76 76
161689 0 0 76 76
161691 0 0 74 74
161693 0 0 69 69
161695 0 0 73 73
161697 0 0 73 73
161699 0 0 76 76
161701 0 0 75 75
161703 0 0 75 75
161705 0 0 71 71
161707 0 0 71 71
161709 0 0 70 70
161711 0 0 64 64
161713 0 0 62 62
161715 0 0 70 70
161717 0 0 71 71
161719 0 0 69 69
161721 0 0 70 70
161723 0 0 66 66
161725 0 0 68 68
161727 0 0 66 66
161729 0 0 64 64
161731 0 0 69 69
161733 0 0 64 64
161735 0 0 61 61
161737 0 0 59 59
161739 0 0 63 63
161741 0 0 62 62
161743 0 0 55 55
161745 0 0 50 50
161747 0 0 50 50
161749 0 0 51 51
161751 0 0 48 48
161753 0 0 49 49
161755 0 0 46 46
161757 0 0 42 42
161759 0 0 41 41
161761 0 0 37 37
161763 0 0 74 74
161765 0 0 86 86
161767 0 0 69 69
161769 0 0 82 82
161771 0 0 69 69
161773 0 0 75 75
161775 0 0 61 61
161777 0 0 112 112
161779 0 0 115 115
161781 0 0 81 81
161783 0 0 71 71
161785 0 0 123 123
161787 0 0 126 126
161789 0 0 125 125
161791 0 0 120 120
161793 0 0 118 118
161795 0 0 118 118
161797 0 0 127 127
161799 0 0 135 135
161801 0 0 112 112
161803 0 0 103 103
161805 0 0 134 134
161807 0 0 87 87
161809 0 0 95 95
161811 0 0 103 103
161813 0 0 80 80
161815 0 0 97 97
161817 0 0 108 108
161819 0 0 80 80
161821 0 0 82 82
161823 0 0 77 77
161825 0 0 80 80
161827 0 0 115 115
161829 0 0 113 113
161831 0 0 77 77
161833 0 0 71 71
161835 0 0 104 104
161837 0 0 110 110
161839 0 0 106 106
161841 0 0 105 105
161843 0 0 106 106
161845 0 0 98 98
161847 0 0 98 98
161849 0 0 94 94
161851 0 0 90 90
161853 0 0 83 83
161855 0 0 74 74
161857 0 0 64 64
161859 0 0 60 60
161861 0 0 86 86
161863 0 0 82 82
161865 0 0 73 73
161867 0 0 65 65
161869 0 0 60 60
161871 0 0 93 93
161873 0 0 93 93
161875 0 0 64 64
161877 0 0 110 110
161879 0 0 113 113
161881 0 0 105 105
161883 0 0 92 92
161885 0 0 88 88
161887 0 0 86 86
161889 0 0 83 83
161891 0 0 85 85
161893 0 0 79 79
161895 0 0 80 80
161897 0 0 81 81
161899 0 0 81 81
161901 0 0 82 82
161903 0 0 80 80
161905 0 0 81 81
161907 0 0 81 81
161909 0 0 80 80
161911 0 0 87 87
161913 0 0 87 87
161915 0 0 80 80
161917 0 0 88 88
161921 0 0 88 88
161923 0 0 85 85
161925 0 0 85 85
161927 0 0 95 95
161929 0 0 88 88
161931 0 0 81 81
161933 0 0 80 80
161935 0 0 77 77
161937 0 0 76 76
161939 0 0 73 73
161941 0 0 69 69
161943 0 0 71 71
161945 0 0 67 67
161947 0 0 66 66
161949 0 0 62 62
161951 0 0 61 61
161953 0 0 66 66
161955 0 0 67 67
161957 0 0 64 64
161959 0 0 58 58
161961 0 0 58 58
161963 0 0 61 61
161965 0 0 61 61
161967 0 0 60 60
161969 0 0 58 58
161971 0 0 56 56
161973 0 0 59 59
161975 0 0 62 62
161977 0 0 59 59
161979 0 0 59 59
161981 0 0 57 57
161983 0 0 72 72
161985 0 0 101 101
161987 0 0 101 101
161989 0 0 99 99
161991 0 0 100 100
161993 0 0 105 105
161995 0 0 110 110
161997 0 0 113 113
161999 0 0 107 107
162001 0 0 103 103
162003 0 0 108 108
162005 0 0 109 109
162007 0 0 108 108
162009 0 0 105 105
162011 0 0 105 105
162013 0 0 110 110
162015 0 0 103 103
162017 0 0 106 106
162019 0 0 112 112
162021 0 0 107 107
162023 0 0 105 105
162025 0 0 100 100
162027 0 0 101 101
162029 0 0 110 110
162031 0 0 111 111
162033 0 0 109 109
162035 0 0 108 108
162037 0 0 109 109
162039 0 0 114 114
162041 0 0 77 77
162043 0 0 67 67
162045 0 0 82 82
162047 0 0 74 74
162049 0 0 91 91
162051 0 0 81 81
162053 0 0 95 95
162055 0 0 58 58
162057 0 0 82 82
162059 0 0 56 56
162061 0 0 51 51
162063 0 0 89 89
162065 0 0 109 109
162067 0 0 89 89
162069 0 0 109 109
162071 0 0 66 66
162073 0 0 43 43
162075 0 0 50 50
162077 0 0 51 51
162079 0 0 55 55
162081 0 0 86 86
162083 0 0 89 89
162085 0 0 72 72
162087 0 0 80 80
162089 0 0 78 78
162091 0 0 84 84
162093 0 0 103 103
162095 0 0 75 75
162097 0 0 46 46
162099 0 0 58 58
162101 0 0 57 57
162103 0 0 54 54
162105 0 0 49 49
162107 0 0 49 49
162109 0 0 45 45
162111 0 0 45 45
162113 0 0 54 54
162115 0 0 53 53
162117 0 0 72 72
162119 0 0 72 72
162121 0 0 76 76
162123 0 0 70 70
162125 0 0 69 69
162127 0 0 68 68
162129 0 0 57 57
162131 0 0 91 91
162133 0 0 81 81
162135 0 0 73 73
162137 0 0 75 75
162139 0 0 73 73
162141 0 0 71 71
162143 0 0 66 66
162145 0 0 90 90
162147 0 0 81 81
162149 0 0 83 83
162151 0 0 88 88
162153 0 0 80 80
162155 0 0 71 71
162157 0 0 69 69
162159 0 0 71 71
162161 0 0 68 68
162163 0 0 59 59
162165 0 0 47 47
162167 0 0 47 47
162169 0 0 47 47
162171 0 0 83 83
162173 0 0 86 86
162175 0 0 67 67
162177 0 0 75 75
162179 0 0 63 63
162181 0 0 76 76
162183 0 0 64 64
162185 0 0 114 114
162187 0 0 110 110
162189 0 0 107 107
162191 0 0 98 98
162193 0 0 93 93
162195 0 0 96 96
162197 0 0 94 94
